Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCO06,OUT017,552.5502107784429
FDO16,OUT035,1364.0491539906104
FDC60,OUT049,1443.524701863354
FDA48,OUT018,3327.952582926828
FDZ36,OUT027,5669.163351428568
FDK27,OUT045,2202.2990201117314
FDW23,OUT018,637.5735090128754
FDM14,OUT018,1509.4323129186596
FDM14,OUT013,1722.3316111731851
FDW60,OUT018,2736.968429875518
FDE21,OUT013,1874.4309598591542
NCM42,OUT035,1722.3316111731851
FDY59,OUT010,230.0085918128655
DRI49,OUT049,1248.2233455555556
FDT28,OUT019,384.4886739837401
FDQ22,OUT018,637.5735090128754
FDR60,OUT049,1248.2233455555556
FDC50,OUT019,230.0085918128655
FDV24,OUT013,2346.648786938779
DRF48,OUT010,542.9755395973156
FDQ47,OUT046,552.5502107784429
DRN36,OUT049,1509.4323129186596
NCY06,OUT035,2054.215706620208
FDE52,OUT035,1364.0491539906104
NCB54,OUT045,2054.215706620208
NCF31,OUT035,2539.3942358778604
FDJ08,OUT027,5669.163351428568
NCC07,OUT017,1722.3316111731851
NCD19,OUT027,1378.2631852760733
FDL46,OUT049,1874.4309598591542
FDM20,OUT045,4109.900606217616
NCI06,OUT010,384.4886739837401
DRM11,OUT035,4333.891515923566
NCH07,OUT018,2346.648786938779
FDS23,OUT013,1936.5082478260867
FDO49,OUT018,754.5960957264956
FDS35,OUT049,1103.1862133333336
DRK39,OUT045,1364.0491539906104
DRI39,OUT049,876.3205797979806
FDV04,OUT017,2384.015126168225
NCN14,OUT035,2880.9695613636363
FDH08,OUT013,4109.900606217616
FDS20,OUT046,3389.2269793548367
FDV40,OUT049,1103.1862133333336
FDZ48,OUT010,230.0085918128655
FDS24,OUT027,2513.079854666667
FDK44,OUT049,2997.4076790419176
FDS48,OUT045,2539.3942358778604
FDK26,OUT010,542.9755395973156
FDD23,OUT045,3087.5075112820496
NCH54,OUT017,2811.181403212853
NCP14,OUT010,230.0085918128655
FDM60,OUT010,130.3334905660377
FDV24,OUT017,2384.015126168225
FDH08,OUT018,3327.952582926828
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428568
FDP12,OUT027,1378.2631852760733
DRF60,OUT027,5669.163351428568
FDC09,OUT035,1722.3316111731851
FDF50,OUT018,3087.5075112820496
FDG28,OUT035,4109.900606217616
NCE19,OUT017,876.3205797979806
NCM53,OUT010,230.0085918128655
NCN18,OUT049,1509.4323129186596
FDF32,OUT035,3087.5075112820496
FDF11,OUT013,4109.900606217616
DRI59,OUT049,3753.0000993630574
NCG54,OUT035,2811.181403212853
FDM44,OUT046,1722.3316111731851
FDT57,OUT018,3327.952582926828
FDV24,OUT046,2384.015126168225
FDI50,OUT019,542.9755395973156
FDS09,OUT035,754.5960957264956
NCC31,OUT027,4117.317712631576
FDQ07,OUT019,542.9755395973156
FDC22,OUT017,3087.5075112820496
FDZ56,OUT046,2811.181403212853
FDZ40,OUT019,130.3334905660377
FDS46,OUT027,3175.335988157896
DRD24,OUT045,2202.2990201117314
FDV45,OUT017,3087.5075112820496
FDL26,OUT045,2539.3942358778604
FDA56,OUT018,1936.5082478260867
FDN27,OUT046,1874.4309598591542
FDM20,OUT049,4109.900606217616
FDO16,OUT017,1364.0491539906104
FDL03,OUT035,2880.9695613636363
FDE58,OUT046,1874.4309598591542
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.3334905660377
FDR03,OUT018,3327.952582926828
FDB14,OUT017,1364.0491539906104
FDR45,OUT013,4109.900606217616
NCN07,OUT017,2202.2990201117314
FDM51,OUT019,230.0085918128655
FDT52,OUT027,5669.163351428568
FDL26,OUT046,2539.3942358778604
NCZ42,OUT046,4109.900606217616
DRI47,OUT019,384.4886739837401
FDW40,OUT013,1936.5082478260867
FDN34,OUT046,2811.181403212853
FDS01,OUT035,2736.968429875518
NCG55,OUT045,1874.4309598591542
FDC11,OUT035,1364.0491539906104
FDX35,OUT018,3327.952582926828
NCB06,OUT046,2811.181403212853
FDR09,OUT019,542.9755395973156
FDC53,OUT017,1554.0070756410262
FDY45,OUT013,4105.140110975609
FDA22,OUT010,384.4886739837401
FDE02,OUT035,1554.0070756410262
FDW21,OUT045,1722.3316111731851
FDV34,OUT046,1103.1862133333336
FDS59,OUT049,1509.4323129186596
NCW17,OUT017,2202.2990201117314
NCK54,OUT046,1874.4309598591542
FDG17,OUT019,542.9755395973156
FDG35,OUT017,2997.4076790419176
FDD08,OUT010,130.3334905660377
NCO07,OUT017,3753.0000993630574
FDJ10,OUT010,286.41777051282054
FDW36,OUT017,1722.3316111731851
FDW21,OUT010,230.0085918128655
FDY19,OUT017,1874.4309598591542
DRE03,OUT013,754.5960957264956
NCC55,OUT049,637.5735090128754
FDH52,OUT010,130.3334905660377
FDO09,OUT017,4105.140110975609
FDU43,OUT045,4109.900606217616
FDX09,OUT010,384.4886739837401
FDH40,OUT019,230.0085918128655
FDW58,OUT017,1722.3316111731851
FDC47,OUT017,3593.1412351254503
NCR41,OUT035,1554.0070756410262
DRG49,OUT035,3593.1412351254503
FDC52,OUT027,4117.317712631576
FDY13,OUT046,1103.1862133333336
FDY35,OUT013,637.5735090128754
FDI35,OUT017,3389.2269793548367
NCU18,OUT049,2054.215706620208
FDY33,OUT018,2346.648786938779
FDC15,OUT027,4117.317712631576
FDU01,OUT049,2880.9695613636363
NCU42,OUT046,2811.181403212853
NCV29,OUT018,2736.968429875518
NCY30,OUT017,2880.9695613636363
FDQ46,OUT049,1509.4323129186596
FDG58,OUT027,4117.317712631576
FDK33,OUT017,3753.0000993630574
NCD07,OUT045,1874.4309598591542
NCX29,OUT027,4117.317712631576
NCT42,OUT013,2346.648786938779
DRN59,OUT035,754.5960957264956
FDI44,OUT035,1364.0491539906104
FDA45,OUT049,2736.968429875518
FDP31,OUT045,1103.1862133333336
FDY01,OUT046,1874.4309598591542
FDT09,OUT018,1936.5082478260867
DRH03,OUT027,2513.079854666667
FDA36,OUT018,3087.5075112820496
NCF31,OUT017,2539.3942358778604
FDG14,OUT049,2539.3942358778604
FDG28,OUT027,5669.163351428568
FDU14,OUT049,4105.140110975609
FDY47,OUT019,286.41777051282054
FDI56,OUT049,1443.524701863354
DRD01,OUT013,876.3205797979806
FDM22,OUT046,876.3205797979806
FDH33,OUT013,637.5735090128754
DRZ24,OUT013,1874.4309598591542
NCQ38,OUT046,1722.3316111731851
FDO16,OUT027,2513.079854666667
FDU07,OUT027,4117.317712631576
NCB07,OUT013,2880.9695613636363
FDU48,OUT045,2054.215706620208
NCM43,OUT045,2811.181403212853
FDR31,OUT010,384.4886739837401
DRK49,OUT018,637.5735090128754
NCI30,OUT010,542.9755395973156
DRD60,OUT017,3389.2269793548367
NCG19,OUT046,3593.1412351254503
FDH12,OUT035,1722.3316111731851
FDM32,OUT035,1364.0491539906104
FDM27,OUT035,2539.3942358778604
NCU53,OUT027,4117.317712631576
NCQ18,OUT046,1554.0070756410262
FDS10,OUT013,2736.968429875518
FDB33,OUT027,4117.317712631576
FDI12,OUT013,1248.2233455555556
NCW42,OUT013,3753.0000993630574
NCC06,OUT018,1936.5082478260867
FDW02,OUT017,2202.2990201117314
NCD43,OUT017,1722.3316111731851
FDM57,OUT018,1248.2233455555556
FDA58,OUT017,3593.1412351254503
FDK56,OUT046,3389.2269793548367
FDP52,OUT045,4109.900606217616
FDW20,OUT018,1936.5082478260867
FDS52,OUT049,1509.4323129186596
NCT29,OUT018,1936.5082478260867
NCL54,OUT013,2736.968429875518
FDC05,OUT045,3087.5075112820496
FDF34,OUT035,3087.5075112820496
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.0085918128655
FDZ10,OUT045,2054.215706620208
FDZ40,OUT035,876.3205797979806
FDD51,OUT018,637.5735090128754
NCY30,OUT019,384.4886739837401
FDP58,OUT017,3593.1412351254503
FDV49,OUT017,4333.891515923566
FDY24,OUT019,130.3334905660377
NCO55,OUT017,1722.3316111731851
FDR13,OUT017,1874.4309598591542
FDS51,OUT017,876.3205797979806
FDP26,OUT045,1722.3316111731851
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.5075112820496
FDN31,OUT018,3087.5075112820496
DRM48,OUT017,552.5502107784429
FDN20,OUT049,2811.181403212853
DRL01,OUT046,3593.1412351254503
FDV56,OUT049,1509.4323129186596
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.3942358778604
FDF47,OUT027,5669.163351428568
FDX32,OUT046,2539.3942358778604
FDX57,OUT049,1509.4323129186596
NCA30,OUT045,2880.9695613636363
FDO49,OUT013,754.5960957264956
FDL04,OUT019,230.0085918128655
DRM48,OUT035,552.5502107784429
FDR16,OUT013,3593.1412351254503
NCC19,OUT018,3087.5075112820496
NCE42,OUT045,4109.900606217616
FDY24,OUT017,876.3205797979806
FDH19,OUT049,2736.968429875518
FDJ46,OUT013,2997.4076790419176
FDN45,OUT010,542.9755395973156
FDY08,OUT035,2054.215706620208
FDZ37,OUT035,1364.0491539906104
NCT30,OUT045,754.5960957264956
DRY23,OUT018,637.5735090128754
NCZ30,OUT018,1936.5082478260867
FDC44,OUT018,1874.4309598591542
FDB45,OUT035,1722.3316111731851
FDY04,OUT013,2346.648786938779
FDM27,OUT046,2811.181403212853
FDZ43,OUT017,4109.900606217616
FDT39,OUT019,384.4886739837401
NCC06,OUT019,286.41777051282054
FDL15,OUT027,4117.317712631576
FDL57,OUT017,4333.891515923566
FDU08,OUT046,1554.0070756410262
FDK40,OUT017,4105.140110975609
FDQ12,OUT010,542.9755395973156
FDS48,OUT017,2539.3942358778604
FDP09,OUT045,3753.0000993630574
FDW21,OUT049,1509.4323129186596
FDY25,OUT035,3389.2269793548367
DRE13,OUT017,1443.524701863354
FDV43,OUT019,130.3334905660377
FDD22,OUT045,1722.3316111731851
FDM46,OUT019,230.0085918128655
NCO30,OUT010,542.9755395973156
FDM25,OUT046,2997.4076790419176
NCN41,OUT049,2054.215706620208
FDU24,OUT045,1364.0491539906104
FDZ50,OUT046,3389.2269793548367
FDP45,OUT013,4333.891515923566
NCM54,OUT045,2054.215706620208
FDW10,OUT019,384.4886739837401
FDP20,OUT017,2054.215706620208
FDK32,OUT046,2539.3942358778604
FDN52,OUT049,1248.2233455555556
FDM58,OUT045,1722.3316111731851
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.4309598591542
FDD35,OUT046,2202.2990201117314
NCK31,OUT035,754.5960957264956
FDI40,OUT027,2513.079854666667
FDT50,OUT019,230.0085918128655
NCT06,OUT046,2811.181403212853
FDT31,OUT035,2880.9695613636363
FDT45,OUT049,876.3205797979806
FDT13,OUT045,3087.5075112820496
FDO50,OUT045,1364.0491539906104
NCU18,OUT010,286.41777051282054
NCR54,OUT049,3087.5075112820496
NCO18,OUT018,2736.968429875518
FDU09,OUT045,876.3205797979806
FDT13,OUT018,3087.5075112820496
FDE09,OUT046,1722.3316111731851
NCK53,OUT019,230.0085918128655
FDG45,OUT049,3593.1412351254503
DRH15,OUT035,637.5735090128754
FDO21,OUT019,542.9755395973156
FDD14,OUT027,5669.163351428568
FDC09,OUT046,1722.3316111731851
FDH45,OUT027,1378.2631852760733
FDV32,OUT046,1103.1862133333336
FDG12,OUT035,1874.4309598591542
FDS32,OUT013,1936.5082478260867
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3593.1412351254503
DRE15,OUT049,1248.2233455555556
NCL42,OUT045,4109.900606217616
FDP31,OUT013,1103.1862133333336
FDN33,OUT018,1248.2233455555556
FDZ59,OUT046,2384.015126168225
FDE45,OUT010,384.4886739837401
FDJ07,OUT013,1874.4309598591542
FDQ45,OUT018,3389.2269793548367
FDM33,OUT027,5669.163351428568
FDO15,OUT010,130.3334905660377
FDM46,OUT013,1443.524701863354
FDR03,OUT045,3753.0000993630574
FDY49,OUT018,2346.648786938779
FDQ60,OUT045,1874.4309598591542
FDW10,OUT049,2736.968429875518
FDO51,OUT049,637.5735090128754
FDJ40,OUT018,1509.4323129186596
FDS20,OUT018,3389.2269793548367
FDU45,OUT013,1874.4309598591542
FDV02,OUT035,2811.181403212853
FDN09,OUT046,4109.900606217616
NCM55,OUT027,5669.163351428568
FDN23,OUT018,2346.648786938779
FDY31,OUT010,384.4886739837401
FDW03,OUT010,230.0085918128655
FDD14,OUT046,2880.9695613636363
FDV23,OUT017,2054.215706620208
DRI03,OUT045,2736.968429875518
FDN13,OUT035,1554.0070756410262
FDF45,OUT027,1378.2631852760733
FDU46,OUT035,1364.0491539906104
FDB57,OUT049,3753.0000993630574
FDV12,OUT049,1509.4323129186596
FDQ58,OUT013,2346.648786938779
NCA18,OUT017,1874.4309598591542
FDH52,OUT049,876.3205797979806
FDM24,OUT018,2346.648786938779
NCP43,OUT027,5669.163351428568
NCO18,OUT019,384.4886739837401
FDM32,OUT017,1364.0491539906104
NCL07,OUT017,552.5502107784429
FDK03,OUT013,4333.891515923566
FDP59,OUT017,1722.3316111731851
FDQ24,OUT049,4105.140110975609
FDQ16,OUT018,1509.4323129186596
FDU44,OUT013,2346.648786938779
FDH28,OUT010,130.3334905660377
FDV28,OUT019,130.3334905660377
FDM22,OUT045,876.3205797979806
FDR56,OUT046,3087.5075112820496
FDV39,OUT049,3087.5075112820496
FDU37,OUT019,130.3334905660377
FDQ11,OUT010,542.9755395973156
FDX02,OUT045,3753.0000993630574
NCS42,OUT018,1248.2233455555556
FDY57,OUT027,2513.079854666667
FDB21,OUT049,3593.1412351254503
FDE28,OUT017,3593.1412351254503
FDQ55,OUT017,1874.4309598591542
FDA48,OUT049,3593.1412351254503
FDZ19,OUT045,2997.4076790419176
NCC43,OUT045,4105.140110975609
NCV18,OUT046,1443.524701863354
NCA42,OUT018,2346.648786938779
FDY45,OUT046,4105.140110975609
NCC30,OUT045,2736.968429875518
FDM57,OUT013,1443.524701863354
FDL09,OUT010,384.4886739837401
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.4309598591542
NCT06,OUT027,4117.317712631576
FDX26,OUT049,3389.2269793548367
FDK32,OUT013,2346.648786938779
DRA12,OUT046,2202.2990201117314
FDO46,OUT010,542.9755395973156
FDE52,OUT013,1248.2233455555556
NCH42,OUT045,4109.900606217616
FDV08,OUT035,637.5735090128754
FDB47,OUT018,3327.952582926828
FDC28,OUT010,230.0085918128655
FDD22,OUT046,1874.4309598591542
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3753.0000993630574
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4105.140110975609
FDD28,OUT019,130.3334905660377
NCP41,OUT017,1722.3316111731851
FDS08,OUT049,2736.968429875518
FDX47,OUT045,2384.015126168225
FDC53,OUT019,230.0085918128655
FDQ19,OUT035,4109.900606217616
FDL14,OUT045,2384.015126168225
FDM33,OUT019,542.9755395973156
FDA51,OUT045,1874.4309598591542
FDZ27,OUT018,754.5960957264956
FDT04,OUT046,637.5735090128754
DRC13,OUT049,2202.2990201117314
FDR16,OUT027,5669.163351428568
FDQ03,OUT027,5669.163351428568
FDE38,OUT035,2384.015126168225
DRH23,OUT027,1378.2631852760733
FDT11,OUT019,542.9755395973156
FDD09,OUT035,2736.968429875518
FDR40,OUT045,1364.0491539906104
FDX07,OUT017,2880.9695613636363
FDR07,OUT035,1554.0070756410262
FDA51,OUT017,1874.4309598591542
FDT59,OUT019,542.9755395973156
FDF20,OUT017,3087.5075112820496
FDR13,OUT045,1874.4309598591542
FDY26,OUT049,3753.0000993630574
FDW04,OUT017,2054.215706620208
FDK52,OUT017,3593.1412351254503
FDN60,OUT049,2811.181403212853
FDM09,OUT019,384.4886739837401
FDP46,OUT049,1248.2233455555556
FDB50,OUT019,130.3334905660377
NCQ29,OUT049,4105.140110975609
FDP16,OUT027,5669.163351428568
FDX33,OUT018,2346.648786938779
FDP07,OUT010,542.9755395973156
FDN22,OUT046,4105.140110975609
FDF39,OUT049,4105.140110975609
FDS21,OUT017,876.3205797979806
NCM42,OUT013,1722.3316111731851
FDK50,OUT019,384.4886739837401
DRF13,OUT027,4117.317712631576
FDH35,OUT018,2346.648786938779
FDP60,OUT018,1509.4323129186596
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.4886739837401
FDE38,OUT049,2384.015126168225
FDI04,OUT049,3087.5075112820496
NCH54,OUT045,2811.181403212853
FDT56,OUT049,876.3205797979806
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2880.9695613636363
FDP21,OUT049,3087.5075112820496
FDH05,OUT013,3593.1412351254503
FDR10,OUT027,4117.317712631576
NCP06,OUT045,2539.3942358778604
FDF33,OUT049,1509.4323129186596
DRK37,OUT013,3087.5075112820496
DRH49,OUT045,1364.0491539906104
FDT58,OUT013,2346.648786938779
FDD41,OUT018,1509.4323129186596
FDP40,OUT018,1509.4323129186596
FDM51,OUT027,2513.079854666667
FDO45,OUT010,230.0085918128655
FDW33,OUT010,230.0085918128655
FDY24,OUT045,876.3205797979806
FDB10,OUT010,542.9755395973156
FDM40,OUT035,2054.215706620208
NCI06,OUT017,3389.2269793548367
FDW12,OUT019,384.4886739837401
FDX48,OUT027,4117.317712631576
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1554.0070756410262
DRM37,OUT045,3087.5075112820496
FDA38,OUT045,4109.900606217616
FDR36,OUT046,637.5735090128754
FDZ45,OUT046,3087.5075112820496
FDG05,OUT017,2811.181403212853
FDK28,OUT013,4333.891515923566
FDV47,OUT045,1364.0491539906104
FDN21,OUT045,2811.181403212853
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.2269793548367
DRY23,OUT013,637.5735090128754
FDA56,OUT017,2202.2990201117314
FDB09,OUT013,1936.5082478260867
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.648786938779
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.648786938779
FDY03,OUT049,1874.4309598591542
NCG42,OUT017,2202.2990201117314
DRI13,OUT027,5669.163351428568
FDQ32,OUT013,1936.5082478260867
FDW16,OUT035,1443.524701863354
FDU27,OUT046,754.5960957264956
FDR28,OUT010,384.4886739837401
FDQ49,OUT010,384.4886739837401
FDS37,OUT046,1874.4309598591542
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2346.648786938779
FDW45,OUT010,384.4886739837401
NCN30,OUT049,1509.4323129186596
FDN24,OUT049,876.3205797979806
NCL41,OUT027,1378.2631852760733
FDR02,OUT019,230.0085918128655
FDD09,OUT010,384.4886739837401
FDS33,OUT010,230.0085918128655
FDU22,OUT045,2054.215706620208
FDI53,OUT013,2346.648786938779
DRH01,OUT049,2736.968429875518
FDX32,OUT013,1936.5082478260867
NCP30,OUT018,637.5735090128754
FDB60,OUT045,3087.5075112820496
FDB14,OUT049,1248.2233455555556
NCP02,OUT035,876.3205797979806
FDJ10,OUT017,2054.215706620208
FDG34,OUT046,1722.3316111731851
NCB18,OUT017,1443.524701863354
FDM16,OUT049,1103.1862133333336
FDW25,OUT018,1248.2233455555556
FDB35,OUT010,230.0085918128655
DRN11,OUT013,1936.5082478260867
FDF41,OUT019,542.9755395973156
FDH16,OUT045,1364.0491539906104
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,876.3205797979806
DRJ37,OUT013,2346.648786938779
DRJ24,OUT027,5669.163351428568
FDY16,OUT035,2880.9695613636363
FDQ27,OUT045,1722.3316111731851
FDZ33,OUT045,2539.3942358778604
FDF29,OUT045,2202.2990201117314
FDA08,OUT049,2811.181403212853
FDG31,OUT046,1103.1862133333336
FDE34,OUT019,542.9755395973156
NCR30,OUT027,1378.2631852760733
FDV33,OUT035,4105.140110975609
DRZ24,OUT018,1936.5082478260867
NCL54,OUT035,2997.4076790419176
FDR12,OUT049,2997.4076790419176
NCC54,OUT046,3593.1412351254503
DRN59,OUT013,754.5960957264956
FDX50,OUT019,230.0085918128655
FDV31,OUT027,5669.163351428568
NCA29,OUT027,4117.317712631576
FDW60,OUT049,2736.968429875518
FDX08,OUT017,3389.2269793548367
DRD49,OUT013,3593.1412351254503
FDD33,OUT046,3593.1412351254503
FDW35,OUT013,637.5735090128754
FDJ36,OUT017,1722.3316111731851
FDV51,OUT035,2811.181403212853
FDW36,OUT046,1722.3316111731851
FDH35,OUT046,2811.181403212853
NCS30,OUT027,3175.335988157896
FDN49,OUT017,637.5735090128754
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3593.1412351254503
FDP19,OUT018,1936.5082478260867
FDU21,OUT010,130.3334905660377
NCP41,OUT045,1722.3316111731851
FDY10,OUT013,1874.4309598591542
FDP12,OUT018,552.5502107784429
NCN26,OUT049,1874.4309598591542
FDK44,OUT013,2997.4076790419176
FDC28,OUT049,1509.4323129186596
FDJ41,OUT027,5669.163351428568
NCT29,OUT035,2054.215706620208
NCH42,OUT019,542.9755395973156
FDU60,OUT018,2346.648786938779
FDS02,OUT045,3087.5075112820496
FDC51,OUT046,2202.2990201117314
FDU03,OUT013,2880.9695613636363
FDX39,OUT045,3753.0000993630574
NCY05,OUT010,130.3334905660377
NCL06,OUT027,5669.163351428568
FDD32,OUT035,1364.0491539906104
NCN41,OUT045,2054.215706620208
NCX53,OUT049,2202.2990201117314
FDU57,OUT019,384.4886739837401
FDQ23,OUT046,1722.3316111731851
FDQ52,OUT045,4333.891515923566
FDC14,OUT045,637.5735090128754
FDY09,OUT035,2736.968429875518
FDQ28,OUT045,2539.3942358778604
FDV25,OUT046,3753.0000993630574
FDJ07,OUT035,1874.4309598591542
DRB25,OUT049,1509.4323129186596
FDK52,OUT019,542.9755395973156
FDY52,OUT027,1378.2631852760733
FDB28,OUT046,3087.5075112820496
FDT36,OUT035,552.5502107784429
FDV25,OUT017,3753.0000993630574
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636363
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,2811.181403212853
NCX41,OUT035,3753.0000993630574
NCD06,OUT035,754.5960957264956
FDW08,OUT045,1722.3316111731851
NCU29,OUT017,2384.015126168225
NCE06,OUT013,2346.648786938779
FDV52,OUT010,286.41777051282054
FDB02,OUT017,2736.968429875518
NCR18,OUT045,637.5735090128754
FDK16,OUT049,1509.4323129186596
NCQ29,OUT010,542.9755395973156
FDZ01,OUT019,230.0085918128655
FDW27,OUT035,2384.015126168225
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2736.968429875518
DRH59,OUT045,1103.1862133333336
FDS52,OUT013,1722.3316111731851
FDU40,OUT027,5669.163351428568
NCF54,OUT013,2997.4076790419176
FDH46,OUT045,1722.3316111731851
NCP14,OUT049,1509.4323129186596
FDH50,OUT049,3389.2269793548367
DRF15,OUT010,384.4886739837401
FDV27,OUT027,2513.079854666667
NCJ06,OUT049,2202.2990201117314
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,754.5960957264956
FDQ07,OUT017,3593.1412351254503
FDS45,OUT049,1509.4323129186596
NCJ06,OUT045,2202.2990201117314
FDD36,OUT035,1874.4309598591542
FDY25,OUT045,3389.2269793548367
FDU52,OUT046,2384.015126168225
DRK47,OUT017,3593.1412351254503
NCL30,OUT017,2054.215706620208
FDN22,OUT035,4105.140110975609
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4333.891515923566
FDT45,OUT017,876.3205797979806
NCC54,OUT027,5669.163351428568
FDP08,OUT018,2880.9695613636363
